Case ID,DeeplinkUrl,GerechtelijkProductType,InformatieNietGepubliceerdMessage,InterneUrl,IsInactief,Proceduresoorten,Publicatiedatum,PublicatiedatumDate,Publicatiestatus,Rechtsgebieden,RelatieVerwijzingen,Tekstfragment,Titel,TitelEmphasis,Uitspraakdatum,UitspraakdatumType,Vindplaatsen
ECLI-NL-RBONE-2013-BZ0523,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBONE:2013:BZ0523,uitspraak,De publicatie van de uitspraak staat gepland op 04-02-2013 om 15:24 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBONE:2013:BZ0523&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],04-02-2013,2013-02-04T15:24:58Z,gepubliceerd,['Strafrecht'],[],"Ontnemingszaak. Veroordeelde wordt verplicht tot terugbetaling wederrechtelijk verkregen voordeel. Dit wederrechtelijk verkregen voordeel wordt geschat op € 864.240,00.","Rechtbank Oost-Nederland, 04-02-2013, 08/963004-07",ECLI:NL:RBONE:2013:BZ0523,04-02-2013,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBSGR-2012-BV1261,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBSGR:2012:BV1261,uitspraak,De publicatie van de uitspraak staat gepland op 18-01-2012 om 13:06 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBSGR:2012:BV1261&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - enkelvoudig'],18-01-2012,2012-01-18T13:06:35Z,gepubliceerd,['Bestuursrecht; Vreemdelingenrecht'],[],"Amv/opvang/ Angola/Mulemba

In de brief van 5 december 2011 heeft verweerder zich op het standpunt gesteld dat er in de periode van 1 september 2011 tot 1 maart 2013 opvang is geregeld voor uit Nederland teruggekeerde Angolese alleenstaande minderjarige vreemdelingen in het opvangcentrum Mulemba. In de periode van 1 december 2010 tot 1 september 2011 was opvang voor uit Nederland teruggekeerde Angolese alleenstaande minderjarige vreemdelingen in het opvangcentrum Mulemba niet beschikbaar. Verweerder verbindt hieraan de conclusie dat hetgeen in het bestreden besluit is opgenomen, dat opvang voor uit Nederland teruggekeerde Angolese alleenstaande minderjarige vreemdelingen is geregeld in Mulemba, niet juist is gebleken. Beroep gegrond.","Rechtbank 's-Gravenhage, 10-01-2012, 11/18578",ECLI:NL:RBSGR:2012:BV1261,10-01-2012,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBZLY-2010-BO2127,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBZLY:2010:BO2127,uitspraak,De publicatie van de uitspraak staat gepland op 29-10-2010 om 13:44 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBZLY:2010:BO2127&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],29-10-2010,2010-10-29T13:44:10Z,gepubliceerd,['Strafrecht'],[],"De zaken tegen de vijf verdachten zijn in september en oktober 2010 inhoudelijk behandeld. De rechtbank heeft echter besloten om het onderzoek te heropenen. Door de verdediging is aangevoerd dat in het Kluivingsbosonderzoek mogelijk sprake is geweest van beïnvloeding en/of ongeoorloofd uitgeoefende druk bij de vermeende slachtoffers door de ervaringsdeskundige. De rechtbank heeft beslist dat audio-opnamen van de gesprekken tussen de ervaringsdeskundige en de slachtoffers, met behulp van een tolk in het Nederlands vertaald moeten worden. De vertalingen moeten daarna aan het dossier worden toegevoegd zodat de rechtbank er kennis van kan nemen. De zaken zijn voor onbepaalde tijd aangehouden","Rechtbank Zwolle-Lelystad, 29-10-2010, 07.976431-07",ECLI:NL:RBZLY:2010:BO2127,29-10-2010,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RVS-2010-BM2310,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RVS:2010:BM2310,uitspraak,De publicatie van de uitspraak staat gepland op 26-04-2010 om 11:40 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2010:BM2310&showbutton=true&keyword=mensenhandel,0.0,['Hoger beroep'],26-04-2010,2010-04-26T11:40:44Z,gepubliceerd,['Bestuursrecht; Vreemdelingenrecht'],[],"Procesbelang
Indien aan de vreemdeling een verblijfsvergunning regulier zou zijn verleend, voordat op de aanvraag om verlening van een verblijfsvergunning asiel voor bepaalde tijd (hierna: verblijfsvergunning asiel) was beslist, had de staatssecretaris deze aanvraag krachtens artikel 30, eerste lid, aanhef en onder b, van de Vreemdelingenwet 2000 (hierna: Vw 2000) moeten afwijzen. Dit zou evenzeer gelden, indien de staatssecretaris als gevolg van een vernietiging van het besluit van 6 januari 2010 opnieuw op deze aanvraag zou moeten beslissen. De voorzieningenrechter heeft dan ook terecht overwogen dat, zolang de vreemdeling in het bezit is van een verblijfsvergunning regulier, zij met het door haar ingestelde beroep niet kan bereiken dat aan haar   alsnog   een verblijfsvergunning asiel wordt verleend. 
De vreemdeling betoogt echter terecht dat, aangezien haar aanvraag om verlening van een verblijfsvergunning asiel niet is afgewezen krachtens artikel 30, eerste lid, aanhef en onder b, van de Vw 2000, maar omdat zij niet aannemelijk heeft gemaakt dat zich een rechtsgrond voor verlening voordoet, als bedoeld in artikel 31, eerste lid, van deze wet, de afwijzing van een door haar na intrekking van de aan haar verleende verblijfsvergunning regulier dan wel na afwijzing van een aanvraag om verlenging van de geldigheidsduur daarvan in te dienen opvolgende aanvraag om verlening van een verblijfsvergunning asiel, een besluit van gelijke strekking zou zijn, als in 2.1.1. bedoeld. Dat leidt er evenwel niet toe dat in weerwil van het hiervoor overwogene, moet worden aangenomen dat zij belang heeft bij een inhoudelijke beoordeling van het door haar tegen het besluit van 6 januari 2010 ingestelde beroep.
Hetgeen hiervoor onder 2.1.3 is overwogen, leidt ertoe dat de vreemdeling toetsing van de weigering haar een verblijfsvergunning asiel te verlenen wordt onthouden, zolang zij in het bezit is van een verblijfsvergunning regulier. Indien deze verblijfsvergunning wordt ingetrokken dan wel een aanvraag om verlenging van de geldigheidsduur daarvan wordt afgewezen en een opvolgende aanvraag van de vreemdeling om verlening van een verblijfsvergunning asiel wordt afgewezen, staat voormeld beoordelingskader niet aan toetsing van dat besluit in de weg. De intrekking van de verblijfsvergunning regulier dan wel de weigering om haar te verlengen is alsdan een nieuw gebleken feit, als in 2.1.2 bedoeld, dat toetsing van het besluit op de opvolgende aanvraag mogelijk maakt als ware het een eerste afwijzing. De situatie die de vreemdeling blijkens de toelichting op haar grief vreest en waaraan zij procesbelang stelt te ontlenen, zal zich dus niet voordoen.
Het hoger beroep is kennelijk ongegrond. De aangevallen uitspraak dient te worden bevestigd.","Raad van State, 21-04-2010, 201001184/1/V2",ECLI:NL:RVS:2010:BM2310,21-04-2010,uitspraak,"[{'Vindplaats': 'JV 2010/223', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}, {'Vindplaats': 'RV20100065', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}, {'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-PHR-2006-AU9439,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:PHR:2006:AU9439,conclusie,De publicatie van de uitspraak staat gepland op 07-03-2006 om 13:12 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:PHR:2006:AU9439&showbutton=true&keyword=mensenhandel,0.0,[],07-03-2006,2006-03-07T13:12:18Z,gepubliceerd,['Strafrecht'],"[{'RelatieOmschrijving': 'Arrest Hoge Raad: ', 'LinkTekst': 'ECLI:NL:HR:2006:AU9439', 'Postfix': None, 'WebAdres': 'https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:HR:2006:AU9439&showbutton=true&keyword=mensenhandel'}]","De opvatting dat niet-naleving van art. 260.2 (oud) Sv – vermelding op de oproeping dat het OM getuigen had opgeroepen – aan een geldige behandeling van de zaak ter terechtzitting in de weg staat, is onjuist (HR DD 88.032).","Parket bij de Hoge Raad, 07-03-2006, 02070/04",ECLI:NL:PHR:2006:AU9439,07-03-2006,uitspraak,"[{'Vindplaats': 'JOL 2006, 147', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}, {'Vindplaats': 'NJ 2006, 197', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}, {'Vindplaats': 'RvdW 2006, 283', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}, {'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBSGR-2001-AD6717,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBSGR:2001:AD6717,uitspraak,De publicatie van de uitspraak staat gepland op 05-12-2001 om 14:42 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBSGR:2001:AD6717&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],05-12-2001,2001-12-05T14:42:01Z,gepubliceerd,['Strafrecht'],[],-,"Rechtbank 's-Gravenhage, 05-12-2001, 09-757245-97",ECLI:NL:RBSGR:2001:AD6717,05-12-2001,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBDHA-2021-10363,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBDHA:2021:10363,uitspraak,De publicatie van de uitspraak staat gepland op 22-09-2021 om 15:25 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBDHA:2021:10363&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - enkelvoudig'],22-09-2021,2021-09-22T15:25:11Z,gepubliceerd,['Bestuursrecht; Vreemdelingenrecht'],[],"vk; AA; asielzaak LHBTI; ten onrechte afgewezen als kennelijk ongegrond; beroep al daarom gegrond, maar rechtsgevolgen in stand gelaten, want de gestelde seksuele geaardheid en problemen zijn niet ten onrechte ongeloofwaardig geacht.","Rechtbank Den Haag, 17-09-2021, NL21.11655",ECLI:NL:RBDHA:2021:10363,17-09-2021,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBDHA-2021-1423,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBDHA:2021:1423,uitspraak,De publicatie van de uitspraak staat gepland op 23-02-2021 om 11:17 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBDHA:2021:1423&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - enkelvoudig'],23-02-2021,2021-02-23T11:17:27Z,gepubliceerd,['Bestuursrecht; Vreemdelingenrecht'],[],"“Dublin Bulgarije. Artikel 12 van de Dublinverordening. Verweerder heeft zijn standpunt dat de Bulgaarse verblijfsvergunning van eiseres zou zijn verlengd onvoldoende onderbouwd. Niet alleen is door verweerder in beroep een ander standpunt ingenomen met betrekking tot de ingangsdatum van de verlenging van de Bulgaarse verblijfsvergunning, van beide verlengingsdata (mei en januari 2020) ontbreekt elke (schriftelijke) onderbouwing. Nu ook in beroep onduidelijk is gebleven of, en zo ja voor welke duur, de Bulgaarse verblijfsvergunning zou zijn verlengd, kan de rechtbank niet beoordelen of verweerder Bulgarije terecht op grond van artikel 12, eerste lid, van de Dublinverordening verantwoordelijk houdt voor de asielaanvraag van eiseres. Het beroep is gegrond en het bestreden besluit wordt vernietigd","Rechtbank Den Haag, 12-01-2021, Nl20.16448",ECLI:NL:RBDHA:2021:1423,12-01-2021,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBAMS-2019-10276,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBAMS:2019:10276,uitspraak,De publicatie van de uitspraak staat gepland op 28-05-2021 om 14:02 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBAMS:2019:10276&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],28-05-2021,2021-05-28T14:02:35.376Z,gepubliceerd,['Strafrecht'],[],"Ontnemingsvordering: vaststelling van een bedrag van 104.656,-- euro als wedderrechtelijk verkregen voordeel","Rechtbank Amsterdam, 12-03-2019, 13/708132-11, 23/002111-13 (ontneming)",ECLI:NL:RBAMS:2019:10276,12-03-2019,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBZWB-2016-8757,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBZWB:2016:8757,uitspraak,De publicatie van de uitspraak staat gepland op 20-07-2021 om 10:12 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBZWB:2016:8757&showbutton=true&keyword=mensenhandel,0.0,['Op tegenspraak'],20-07-2021,2021-07-20T10:12:32Z,gepubliceerd,['Strafrecht'],[],Veroordeling wegens gebruik van diensten van als prostituee ingezette minderjarige.,"Rechtbank Zeeland-West-Brabant, 19-12-2016, 02/688065-16",ECLI:NL:RBZWB:2016:8757,19-12-2016,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBZWB-2016-8748,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBZWB:2016:8748,uitspraak,De publicatie van de uitspraak staat gepland op 20-07-2021 om 10:13 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBZWB:2016:8748&showbutton=true&keyword=mensenhandel,0.0,['Op tegenspraak'],20-07-2021,2021-07-20T10:13:03.286Z,gepubliceerd,['Strafrecht'],[],Veroordeling wegens gebruik van diensten van als prostituee ingezette minderjarige.,"Rechtbank Zeeland-West-Brabant, 19-12-2016, 02/688061-16",ECLI:NL:RBZWB:2016:8748,19-12-2016,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RVS-2016-2838,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RVS:2016:2838,uitspraak,De publicatie van de uitspraak staat gepland op 26-10-2016 om 10:32 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2016:2838&showbutton=true&keyword=mensenhandel,0.0,['Hoger beroep'],26-10-2016,2016-10-26T10:32:00Z,gepubliceerd,['Bestuursrecht'],[],"Bij besluit van 27 mei 2014 heeft de burgemeester bevolen om [café], gelegen aan de [locatie] te Leiden (hierna: het café), waarvan [appellant] de eigenaar en exploitant is, voor een ieder te sluiten en gesloten te houden met onmiddellijke ingang voor een periode van twee weken.","Raad van State, 26-10-2016, 201507355/1/A3",ECLI:NL:RVS:2016:2838,26-10-2016,uitspraak,"[{'Vindplaats': 'Module Horeca 2016/2782', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}, {'Vindplaats': 'JB 2016/234', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}, {'Vindplaats': 'JOM 2016/1080', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}, {'Vindplaats': 'JOM 2017/197', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}, {'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBLIM-2016-3517,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBLIM:2016:3517,uitspraak,De publicatie van de uitspraak staat gepland op 26-04-2016 om 15:10 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBLIM:2016:3517&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],26-04-2016,2016-04-26T15:10:57Z,gepubliceerd,['Strafrecht'],[],De rechtbank veroordeelt verdachte voor het plegen van ontuchtige handelingen met een minderjarige prostituee tot een gevangenisstraf voor de duur van 1 dag en voorts tot een taakstraf van 180 uur,"Rechtbank Limburg, 26-04-2016, 03/866112-15",ECLI:NL:RBLIM:2016:3517,26-04-2016,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBLIM-2015-6532,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBLIM:2015:6532,uitspraak,De publicatie van de uitspraak staat gepland op 30-07-2015 om 14:30 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBLIM:2015:6532&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],30-07-2015,2015-07-30T14:30:14Z,gepubliceerd,['Strafrecht'],[],Valkenburgse zedenzaak. Verdachte wordt veroordeeld voor het plegen van ontucht met een zestienjarige meisje dat zich beschikbaar had gesteld tot het verrichten van seksuele handelingen met een derde tegen betaling. Taakstraf van 120 uren (subs. 60 dagen vervangende hechtenis) en onvoorwaardelijke gevangenisstraf van 1 dag.,"Rechtbank Limburg, 30-07-2015, 03/866068-15",ECLI:NL:RBLIM:2015:6532,30-07-2015,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBLIM-2015-6533,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBLIM:2015:6533,uitspraak,De publicatie van de uitspraak staat gepland op 30-07-2015 om 18:00 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBLIM:2015:6533&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],30-07-2015,2015-07-30T18:00:13Z,gepubliceerd,['Strafrecht'],[],Valkenburgse zedenzaak. Verdachte wordt veroordeeld voor het plegen van ontucht met een zestienjarige meisje dat zich beschikbaar had gesteld tot het verrichten van seksuele handelingen met een derde tegen betaling. Taakstraf van 120 uren (subs. 60 dagen) en onvoorwaardelijke gevangenisstraf van 1 dag.,"Rechtbank Limburg, 30-07-2015, 03/866067-15",ECLI:NL:RBLIM:2015:6533,30-07-2015,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBLIM-2015-6522,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBLIM:2015:6522,uitspraak,De publicatie van de uitspraak staat gepland op 30-07-2015 om 14:30 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBLIM:2015:6522&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],30-07-2015,2015-07-30T14:30:13Z,gepubliceerd,['Strafrecht'],[],Valkenburgse zedenzaak. Verdachte wordt veroordeeld voor het plegen van ontucht met een zestienjarige meisje dat zich beschikbaar had gesteld tot het verrichten van seksuele handelingen met een derde tegen betaling. Taakstraf van 210 uren (subs. 105 dagen) en onvoorwaardelijke gevangenisstraf van 1 dag.,"Rechtbank Limburg, 30-07-2015, 03/866088-15",ECLI:NL:RBLIM:2015:6522,30-07-2015,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBLIM-2015-6525,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBLIM:2015:6525,uitspraak,De publicatie van de uitspraak staat gepland op 30-07-2015 om 14:30 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBLIM:2015:6525&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],30-07-2015,2015-07-30T14:30:14Z,gepubliceerd,['Strafrecht'],[],Valkenburgse zedenzaak. Verdachte wordt veroordeeld voor het plegen van ontucht met een zestienjarige meisje dat zich beschikbaar had gesteld tot het verrichten van seksuele handelingen met een derde tegen betaling. Taakstraf van 150 uren (subs. 75 dagen) en onvoorwaardelijke gevangenisstraf van 1 dag.,"Rechtbank Limburg, 30-07-2015, 03/866111-15",ECLI:NL:RBLIM:2015:6525,30-07-2015,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBLIM-2015-6526,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBLIM:2015:6526,uitspraak,De publicatie van de uitspraak staat gepland op 30-07-2015 om 14:30 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBLIM:2015:6526&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],30-07-2015,2015-07-30T14:30:14Z,gepubliceerd,['Strafrecht'],[],Valkenburgse zedenzaak. Verdachte wordt veroordeeld voor het plegen van ontucht met een zestienjarige meisje dat zich beschikbaar had gesteld tot het verrichten van seksuele handelingen met een derde tegen betaling. Taakstraf van 150 uren (subs. 75 dagen) en onvoorwaardelijke gevangenisstraf van 1 dag.,"Rechtbank Limburg, 30-07-2015, 03/866110-15",ECLI:NL:RBLIM:2015:6526,30-07-2015,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBLIM-2015-6521,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBLIM:2015:6521,uitspraak,De publicatie van de uitspraak staat gepland op 30-07-2015 om 14:30 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBLIM:2015:6521&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],30-07-2015,2015-07-30T14:30:13Z,gepubliceerd,['Strafrecht'],[],Valkenburgse zedenzaak. Verdachte wordt veroordeeld voor het plegen van ontucht met een zestienjarige meisje dat zich beschikbaar had gesteld tot het verrichten van seksuele handelingen met een derde tegen betaling. Taakstraf van 120 uren (subs. 60 dagen) en onvoorwaardelijke gevangenisstraf van 1 dag.,"Rechtbank Limburg, 30-07-2015, 03/866108-15",ECLI:NL:RBLIM:2015:6521,30-07-2015,uitspraak,"[{'Vindplaats': 'NBSTRAF 2015/203', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}, {'Vindplaats': 'NbSr 2015/203', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}, {'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBLIM-2015-6232,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBLIM:2015:6232,uitspraak,De publicatie van de uitspraak staat gepland op 23-07-2015 om 14:30 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBLIM:2015:6232&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],23-07-2015,2015-07-23T14:30:13Z,gepubliceerd,['Strafrecht'],[],Valkenburgse zedenzaak. Verdachte wordt veroordeeld voor het plegen van ontucht met een zestienjarig meisje dat zich beschikbaar had gesteld tot het verrichten van seksuele handelingen met een derde tegen betaling. Taakstraf van 180 uren en een onvoorwaardelijke gevangenisstraf van 1 dag,"Rechtbank Limburg, 23-07-2015, 03/866089-15",ECLI:NL:RBLIM:2015:6232,23-07-2015,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBLIM-2015-6234,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBLIM:2015:6234,uitspraak,De publicatie van de uitspraak staat gepland op 23-07-2015 om 14:30 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBLIM:2015:6234&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],23-07-2015,2015-07-23T14:30:13Z,gepubliceerd,['Strafrecht'],[],Valkenburgse zedenzaak. Verdachte wordt veroordeeld voor het plegen van ontucht met een zestienjarige meisje dat zich beschikbaar had gesteld tot het verrichten van seksuele handelingen met een derde tegen betaling. Gevangenisstraf van 5 maanden (waarvan 3 vw – proeftijd 3 jaar),"Rechtbank Limburg, 23-07-2015, 03/866122-15",ECLI:NL:RBLIM:2015:6234,23-07-2015,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBLIM-2015-6236,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBLIM:2015:6236,uitspraak,De publicatie van de uitspraak staat gepland op 23-07-2015 om 14:30 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBLIM:2015:6236&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],23-07-2015,2015-07-23T14:30:14Z,gepubliceerd,['Strafrecht'],[],Valkenburgse zedenzaak. Verdachte wordt veroordeeld voor het plegen van ontucht met een zestienjarige meisje dat zich beschikbaar had gesteld tot het verrichten van seksuele handelingen met een derde tegen betaling.  Taakstraf van 240 uren  en onvoorw. gevangenisstraf van 1 dag,"Rechtbank Limburg, 23-07-2015, 03/866105-15",ECLI:NL:RBLIM:2015:6236,23-07-2015,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBLIM-2015-6237,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBLIM:2015:6237,uitspraak,De publicatie van de uitspraak staat gepland op 23-07-2015 om 14:30 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBLIM:2015:6237&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],23-07-2015,2015-07-23T14:30:14Z,gepubliceerd,['Strafrecht'],[],Valkenburgse zedenzaak. Verdachte wordt veroordeeld voor het plegen van ontucht met een zestienjarige meisje dat zich beschikbaar had gesteld tot het verrichten van seksuele handelingen met een derde tegen betaling. Taakstraf van 180 uren en onvoorwaardelijke gevangenisstraf van 1 dag.,"Rechtbank Limburg, 23-07-2015, 03/866079-15",ECLI:NL:RBLIM:2015:6237,23-07-2015,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBLIM-2015-6238,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBLIM:2015:6238,uitspraak,De publicatie van de uitspraak staat gepland op 23-07-2015 om 14:30 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBLIM:2015:6238&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],23-07-2015,2015-07-23T14:30:14Z,gepubliceerd,['Strafrecht'],[],Valkenburgse zedenzaak. Verdachte wordt veroordeeld voor het plegen van ontucht met een zestienjarige meisje dat zich beschikbaar had gesteld tot het verrichten van seksuele handelingen met een derde tegen betaling. Taakstraf van 180 uren en een onvoorwaardelijke gevangenisstraf van 1 dag.,"Rechtbank Limburg, 23-07-2015, 03/866109-15",ECLI:NL:RBLIM:2015:6238,23-07-2015,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
